episode, reward, success, duration, steps, total_steps, memory length, avg_critic_loss, avg_actor_loss
1633, -3890.4800927639008, 2, 16.688447427004576, 434, 1193105,                                             1000000, 0.0, 3083.320068359375
1634, 1152.430577158928, 1, 13.72821822900005, 361, 1193466,                                             1000000, 0.0, 3130.0419921875
1635, -916.0740795433521, 1, 32.50459994600533, 850, 1194316,                                             1000000, 0.0, 3243.969970703125
1636, 786.4369441270828, 1, 13.935858292003104, 361, 1194677,                                             1000000, 0.0, 3323.896728515625
1637, -3608.9961878061295, 2, 11.88192898700072, 306, 1194983,                                             1000000, 0.0, 3128.457275390625
1638, 1305.002461284399, 1, 15.201132572998176, 389, 1195372,                                             1000000, 0.0, 3271.13818359375
1639, -3488.563184261322, 2, 4.649812035997456, 118, 1195490,                                             1000000, 0.0, 2810.056640625
1640, 1623.2715421169996, 1, 15.165948877001938, 390, 1195880,                                             1000000, 0.0, 3671.611328125
1641, -2878.873917579651, 2, 3.456590309004241, 89, 1195969,                                             1000000, 0.0, 2554.289306640625
1642, 397.4615122079849, 1, 22.78109833200142, 587, 1196556,                                             1000000, 0.0, 3341.280517578125
1643, -822.3097846806049, 1, 23.587395686998207, 612, 1197168,                                             1000000, 0.0, 3515.871826171875
1644, -3760.081273317337, 3, 15.409144391000154, 397, 1197565,                                             1000000, 0.0, 3439.66845703125
1645, 1843.245847582817, 1, 11.302246958999604, 295, 1197860,                                             1000000, 0.0, 3632.02294921875
1646, -881.2368235588074, 1, 40.80203093899763, 1064, 1198924,                                             1000000, 0.0, 2948.817138671875
1647, 517.1219397187233, 1, 25.744678966999345, 672, 1199596,                                             1000000, 0.0, 3308.884033203125
1648, -4183.766191065311, 2, 28.239830520004034, 737, 1200333,                                             1000000, 0.0, 3348.374755859375
1649, 1157.377217233181, 1, 18.52786007200484, 472, 1200805,                                             1000000, 0.0, 3283.490966796875
1650, -1563.3605141043663, 1, 39.7338488250025, 1025, 1201830,                                             1000000, 0.0, 3465.812744140625
1651, -5229.216991662979, 2, 14.569128359995375, 374, 1202204,                                             1000000, 0.0, 2827.70751953125
1652, -2689.545148432255, 1, 30.72937051599729, 796, 1203000,                                             1000000, 0.0, 3649.7978515625
1653, -3046.444288253784, 2, 4.082015179003065, 107, 1203107,                                             1000000, 0.0, 2207.837158203125
1654, -5127.59010887146, 2, 22.353508236999915, 580, 1203687,                                             1000000, 0.0, 3336.09814453125
1655, -4567.405172467232, 2, 22.24474015699525, 571, 1204258,                                             1000000, 0.0, 3182.690185546875
1656, 69.37258613109589, 1, 29.06346722500166, 748, 1205006,                                             1000000, 0.0, 3345.37939453125
1657, -2419.2571527659893, 1, 41.22436813800596, 1062, 1206068,                                             1000000, 0.0, 3275.550537109375
1658, -314.3116320371628, 1, 35.58133370800351, 910, 1206978,                                             1000000, 0.0, 3255.437255859375
1659, -3138.9696479439735, 2, 10.44110758700117, 263, 1207241,                                             1000000, 0.0, 2824.852783203125
1660, 864.0572168529034, 1, 22.482168376998743, 575, 1207816,                                             1000000, 0.0, 3502.993408203125
1661, 1671.7002846598625, 1, 11.818508717995428, 300, 1208116,                                             1000000, 0.0, 3066.002197265625
1662, 1654.302385866642, 1, 13.185554932999366, 327, 1208443,                                             1000000, 0.0, 3046.93017578125
1663, -614.2633656859398, 1, 37.297631868997996, 959, 1209402,                                             1000000, 0.0, 3263.913818359375
1664, -6762.312900662422, 3, 36.051044223000645, 930, 1210332,                                             1000000, 0.0, 3359.403564453125
1665, 1616.8102719187737, 1, 15.396166020997043, 396, 1210728,                                             1000000, 0.0, 3151.1318359375
1666, -5907.551472783089, 3, 26.540236316999653, 668, 1211396,                                             1000000, 0.0, 3656.20947265625
1667, 1877.7599252462387, 1, 15.428112392000912, 394, 1211790,                                             1000000, 0.0, 3001.09228515625
1668, 334.81147795915604, 1, 24.58025252000516, 619, 1212409,                                             1000000, 0.0, 2866.854248046875
1669, 1695.8389167785645, 1, 13.001573642002768, 336, 1212745,                                             1000000, 0.0, 3348.395751953125
1670, -2298.4826340675354, 1, 28.375626196000667, 734, 1213479,                                             1000000, 0.0, 3211.65869140625
1671, -1067.1094989776611, 1, 34.84799265600304, 900, 1214379,                                             1000000, 0.0, 3114.923095703125
1672, -1507.9312630295753, 1, 46.17962311299925, 1192, 1215571,                                             1000000, 0.0, 3532.140625
1673, -917.1565725803375, 1, 41.01668891999725, 1049, 1216620,                                             1000000, 0.0, 3201.78271484375
1674, -214.1124336719513, 1, 32.1690778120028, 822, 1217442,                                             1000000, 0.0, 3201.00048828125
1675, -856.8836594671011, 1, 25.164583780999237, 655, 1218097,                                             1000000, 0.0, 3035.56787109375
1676, -270.5043683052063, 1, 19.362619878003898, 493, 1218590,                                             1000000, 0.0, 3367.194580078125
1677, -459.00335639715195, 1, 38.8246631630027, 996, 1219586,                                             1000000, 0.0, 3348.061767578125
1678, -3760.379340171814, 3, 11.299060245000874, 287, 1219873,                                             1000000, 0.0, 2972.076416015625
1679, 1980.0309968590736, 1, 7.167873182996118, 183, 1220056,                                             1000000, 0.0, 2925.36572265625
1680, -10365.405606508255, 4, 57.715176735997375, 1473, 1221529,                                             1000000, 0.0, 3512.7783203125
1681, 103.3578851222992, 1, 26.382979082998645, 671, 1222200,                                             1000000, 0.0, 3237.269287109375
1682, 374.1859188079834, 1, 21.61989895699662, 556, 1222756,                                             1000000, 0.0, 2935.0712890625
1683, 692.2272692322731, 1, 24.916544147999957, 641, 1223397,                                             1000000, 0.0, 3269.409423828125
1684, 1343.8702520728111, 1, 11.890152910003962, 299, 1223696,                                             1000000, 0.0, 3207.5693359375
1685, -6296.4058693647385, 2, 27.43049886100198, 683, 1224379,                                             1000000, 0.0, 3283.63623046875
1686, 722.1139316856861, 1, 18.98684946899448, 476, 1224855,                                             1000000, 0.0, 3446.004150390625
1687, -3456.6992654800415, 3, 18.792674821997934, 413, 1225268,                                             1000000, 0.0, 3217.074951171875
1688, -4272.746292114258, 2, 19.92106317100115, 483, 1225751,                                             1000000, 0.0, 3483.743896484375
1689, 2215.9054713249207, 1, 5.729925662002643, 134, 1225885,                                             1000000, 0.0, 4320.30712890625
1690, -6707.564168035984, 2, 19.576221284994972, 483, 1226368,                                             1000000, 0.0, 2977.09228515625
1691, 965.1348565816879, 1, 18.16789627599792, 409, 1226777,                                             1000000, 0.0, 3498.49365234375
1692, -2907.5824344158173, 3, 7.596362390999275, 173, 1226950,                                             1000000, 0.0, 2702.028564453125
1693, -4286.131156682968, 2, 20.59197101999598, 497, 1227447,                                             1000000, 0.0, 3364.185546875
1694, 1360.5120913386345, 1, 10.801210854006058, 255, 1227702,                                             1000000, 0.0, 3618.653076171875
1695, 1585.2423278093338, 1, 13.812032232999627, 335, 1228037,                                             1000000, 0.0, 3323.321533203125
1696, -2656.2555932998657, 2, 4.06795545299974, 92, 1228129,                                             1000000, 0.0, 2945.71435546875
1697, 1763.5664685368538, 1, 9.38501887700113, 224, 1228353,                                             1000000, 0.0, 3191.861328125
1698, -4074.7994577884674, 2, 17.238417196000228, 416, 1228769,                                             1000000, 0.0, 3247.60107421875
1699, 34.69862246513367, 1, 23.436458315998607, 563, 1229332,                                             1000000, 0.0, 3594.298583984375
1700, -3301.8100504875183, 2, 8.005055591995188, 196, 1229528,                                             1000000, 0.0, 3773.00634765625
1701, -3936.5688855051994, 2, 17.346470194002904, 432, 1229960,                                             1000000, 0.0, 3086.924560546875
1702, 457.79907286167145, 1, 22.34510906899959, 566, 1230526,                                             1000000, 0.0, 3428.546875
1703, -3874.6201150119305, 2, 23.852627961998223, 609, 1231135,                                             1000000, 0.0, 3209.393798828125
1704, -514.727649897337, 1, 23.88520680599322, 593, 1231728,                                             1000000, 0.0, 2746.19873046875
1705, -4464.096586465836, 3, 28.984117360996606, 733, 1232461,                                             1000000, 0.0, 3308.304931640625
1706, -3514.2522220015526, 3, 14.593409963999875, 369, 1232830,                                             1000000, 0.0, 3670.7919921875
1707, 1199.1087937653065, 1, 16.57070631899842, 418, 1233248,                                             1000000, 0.0, 3178.7119140625
1708, 963.7598850727081, 1, 16.40018195799348, 414, 1233662,                                             1000000, 0.0, 3270.9794921875
1709, 1151.118568956852, 1, 21.609094576000643, 542, 1234204,                                             1000000, 0.0, 3658.09765625
1710, -3500.1972511410713, 2, 12.13989024500188, 299, 1234503,                                             1000000, 0.0, 3347.9521484375
1711, 1130.8672513961792, 1, 17.099455767995096, 433, 1234936,                                             1000000, 0.0, 3964.853271484375
1712, -7753.228316009045, 2, 41.58892302300228, 1007, 1235943,                                             1000000, 0.0, 3171.193603515625
1713, -2663.564242362976, 1, 48.75991255099507, 1202, 1237145,                                             1000000, 0.0, 3245.63134765625
1714, 770.4538304507732, 1, 26.797024635001435, 650, 1237795,                                             1000000, 0.0, 3339.518798828125
1715, -3530.9497253894806, 2, 12.102757159002067, 297, 1238092,                                             1000000, 0.0, 2703.936279296875
1716, -5286.319491624832, 3, 18.61454607300402, 445, 1238537,                                             1000000, 0.0, 3342.40478515625
1717, 27.838428676128387, 1, 23.462302328000078, 575, 1239112,                                             1000000, 0.0, 2996.58642578125
1718, -3553.255079612136, 1, 51.34214381399943, 1257, 1240369,                                             1000000, 0.0, 3051.30322265625
1719, -3333.061984539032, 2, 13.488265025000146, 334, 1240703,                                             1000000, 0.0, 2807.114013671875
1720, 1711.9762189388275, 1, 14.549494234997837, 353, 1241056,                                             1000000, 0.0, 2661.757080078125
1721, -3009.112889647484, 2, 3.6728549630061025, 94, 1241150,                                             1000000, 0.0, 3610.926513671875
1722, 1409.0507183372974, 1, 16.98948916500376, 429, 1241579,                                             1000000, 0.0, 3309.54541015625
1723, -4900.853661894798, 2, 37.3742804709982, 933, 1242512,                                             1000000, 0.0, 3184.349609375
1724, 1929.937552690506, 1, 8.583300557998882, 216, 1242728,                                             1000000, 0.0, 4208.02783203125
1725, -380.4874715209007, 1, 26.372312298000907, 663, 1243391,                                             1000000, 0.0, 3277.455810546875
1726, -3013.619579911232, 2, 4.657760902999144, 117, 1243508,                                             1000000, 0.0, 3248.087158203125
1727, 1234.4127634763718, 1, 16.34799227599433, 425, 1243933,                                             1000000, 0.0, 3383.150390625
1728, -123.29164151847363, 1, 37.44437234100042, 950, 1244883,                                             1000000, 0.0, 3628.634033203125
1729, 810.1032010912895, 1, 20.330049759999383, 508, 1245391,                                             1000000, 0.0, 3541.7607421875
1730, -5741.842135667801, 3, 19.687931635002315, 484, 1245875,                                             1000000, 0.0, 3267.84765625
1731, -6107.783744037151, 2, 43.57499219699821, 1079, 1246954,                                             1000000, 0.0, 3190.517822265625
1732, 1982.4724311828613, 1, 7.3722908560012, 180, 1247134,                                             1000000, 0.0, 4059.2392578125
1733, -3218.7429859638214, 3, 14.554969406002783, 373, 1247507,                                             1000000, 0.0, 3168.214111328125
1734, -2596.916715979576, 2, 6.344558493998193, 165, 1247672,                                             1000000, 0.0, 3315.512939453125
1735, -3281.741254389286, 2, 12.45572816299682, 311, 1247983,                                             1000000, 0.0, 3385.40478515625
1736, 1956.9661250710487, 1, 7.985822344999178, 198, 1248181,                                             1000000, 0.0, 3053.306396484375
1737, -2932.1684930324554, 2, 6.110007937000773, 153, 1248334,                                             1000000, 0.0, 2918.38623046875
1738, -1622.5471069812775, 1, 44.591640619997634, 1139, 1249473,                                             1000000, 0.0, 3143.56982421875
1739, -3403.256580889225, 3, 25.378292649002105, 644, 1250117,                                             1000000, 0.0, 3202.478759765625
1740, 803.834291934967, 1, 21.94668489600008, 559, 1250676,                                             1000000, 0.0, 3178.22216796875
1741, -677.5797062218189, 1, 33.27593428399996, 849, 1251525,                                             1000000, 0.0, 3318.992919921875
1742, -3860.897851884365, 2, 18.27198309599771, 464, 1251989,                                             1000000, 0.0, 3026.411376953125
1743, 1841.2564591169357, 1, 7.991107791000104, 203, 1252192,                                             1000000, 0.0, 3356.359375
1744, -3504.212983608246, 1, 52.26969422199909, 1311, 1253503,                                             1000000, 0.0, 2951.656982421875
1745, 1700.2041267454624, 1, 16.47812329899898, 408, 1253911,                                             1000000, 0.0, 3444.142822265625
1746, -3968.620227396488, 2, 17.921242305004853, 450, 1254361,                                             1000000, 0.0, 2882.955810546875
1747, -1343.3589845001698, 1, 27.288646321998385, 688, 1255049,                                             1000000, 0.0, 3352.860107421875
1748, -2803.1213151216507, 2, 4.886595633004617, 123, 1255172,                                             1000000, 0.0, 3486.89111328125
1749, -1303.2629753351212, 1, 38.96151473400096, 988, 1256160,                                             1000000, 0.0, 3519.41357421875
1750, -2502.6330955028534, 1, 47.25943140099844, 1196, 1257356,                                             1000000, 0.0, 3259.37060546875
1751, -2670.551184654236, 2, 1.6324640640013968, 40, 1257396,                                             1000000, 0.0, 7520.0458984375
1752, 1647.68787419796, 1, 11.287583915000141, 282, 1257678,                                             1000000, 0.0, 3610.972412109375
1753, -5214.496110677719, 2, 37.13243208899803, 947, 1258625,                                             1000000, 0.0, 3323.719970703125
1754, 529.9648601412773, 1, 19.691684637000435, 491, 1259116,                                             1000000, 0.0, 3043.6708984375
1755, -3427.653927862644, 2, 16.30160792300012, 412, 1259528,                                             1000000, 0.0, 3296.03466796875
1756, -3192.172491133213, 2, 12.48647459899803, 310, 1259838,                                             1000000, 0.0, 2667.6455078125
1757, 935.353665471077, 1, 13.312443162998534, 336, 1260174,                                             1000000, 0.0, 2901.77783203125
1758, 655.8117503523827, 1, 20.64150143200095, 521, 1260695,                                             1000000, 0.0, 3457.38330078125
1759, -1909.124629497528, 1, 36.62207709899667, 915, 1261610,                                             1000000, 0.0, 2970.628173828125
1760, 1822.5854790508747, 1, 10.849945820002176, 273, 1261883,                                             1000000, 0.0, 4028.43994140625
1761, -4882.525692731142, 3, 24.994938000003458, 623, 1262506,                                             1000000, 0.0, 3274.597412109375
1762, 1745.6158881783485, 1, 8.547132656996837, 213, 1262719,                                             1000000, 0.0, 4077.720947265625
1763, -2562.0895649194717, 2, 3.374146316004044, 83, 1262802,                                             1000000, 0.0, 2988.170654296875
1764, -3113.798784971237, 2, 12.502312378004717, 313, 1263115,                                             1000000, 0.0, 3297.850341796875
1765, 2192.680721819401, 1, 6.2476118950071395, 155, 1263270,                                             1000000, 0.0, 3337.91796875
1766, 1652.0235082805157, 1, 12.007453915000951, 304, 1263574,                                             1000000, 0.0, 3568.4716796875
1767, -2559.8804981708527, 3, 1.7691271270014113, 42, 1263616,                                             1000000, 0.0, 2298.80224609375
1768, -3121.2592787742615, 2, 9.398724137994577, 234, 1263850,                                             1000000, 0.0, 2858.84423828125
1769, 1512.5145866274834, 1, 15.865892949994304, 384, 1264234,                                             1000000, 0.0, 3596.959716796875
1770, -4834.356866180897, 1, 56.79613454400533, 1386, 1265620,                                             1000000, 0.0, 3271.104248046875
1771, 281.6042330265045, 1, 20.2643052429994, 489, 1266109,                                             1000000, 0.0, 3076.815185546875
1772, -679.9609708786011, 1, 32.01992219599924, 774, 1266883,                                             1000000, 0.0, 2958.919677734375
1773, 733.8556355834007, 1, 26.715576153997972, 641, 1267524,                                             1000000, 0.0, 3741.21533203125
1774, 839.1920227408409, 1, 18.27009050000197, 444, 1267968,                                             1000000, 0.0, 3016.713134765625
1775, -6762.139440536499, 2, 52.129741671000374, 1255, 1269223,                                             1000000, 0.0, 3269.104736328125
1776, 1867.6940652132034, 1, 8.590726399997948, 203, 1269426,                                             1000000, 0.0, 3343.062744140625
1777, 1222.7147946953773, 1, 16.14679122499365, 365, 1269791,                                             1000000, 0.0, 3178.709228515625
1778, 1074.3923423439264, 1, 26.10626181399857, 617, 1270408,                                             1000000, 0.0, 3477.171875
1779, 596.8433982133865, 1, 26.749925059993984, 644, 1271052,                                             1000000, 0.0, 3429.617919921875
1780, -2875.78604580462, 1, 43.85896917199716, 1046, 1272098,                                             1000000, 0.0, 3284.368408203125
1781, -2999.6436444222927, 1, 39.161695672999485, 940, 1273038,                                             1000000, 0.0, 2922.846435546875
1782, 226.66945400834084, 1, 30.58971214399935, 748, 1273786,                                             1000000, 0.0, 3398.182373046875
1783, 1199.7697906196117, 1, 14.531777055002749, 341, 1274127,                                             1000000, 0.0, 3565.610595703125
1784, -3304.7666757702827, 2, 16.614600228997006, 401, 1274528,                                             1000000, 0.0, 3496.746337890625
1785, 1189.5394150316715, 1, 17.28742882199731, 420, 1274948,                                             1000000, 0.0, 3053.71337890625
1786, 1609.4993712306023, 1, 13.720382972998777, 327, 1275275,                                             1000000, 0.0, 2878.315673828125
1787, 1424.31115680933, 1, 15.926129494000634, 376, 1275651,                                             1000000, 0.0, 3809.2783203125
1788, -3610.5424902439117, 2, 19.628172048003762, 471, 1276122,                                             1000000, 0.0, 2622.229736328125
1789, 2124.3970010876656, 1, 7.122010015998967, 165, 1276287,                                             1000000, 0.0, 3748.96484375
1790, -2608.8269139528275, 2, 3.228093974998046, 75, 1276362,                                             1000000, 0.0, 3203.84033203125
1791, 1533.4128115177155, 1, 14.771634488999553, 373, 1276735,                                             1000000, 0.0, 3569.181884765625
1792, 615.6361787468195, 1, 29.746561602994916, 718, 1277453,                                             1000000, 0.0, 3500.86767578125
1793, -317.6661318540573, 1, 31.49841966299573, 759, 1278212,                                             1000000, 0.0, 3751.20849609375
1794, -5109.249099254608, 2, 39.14623699799995, 946, 1279158,                                             1000000, 0.0, 2982.852783203125
1795, -2772.042645096779, 2, 7.138526834001823, 169, 1279327,                                             1000000, 0.0, 4035.5546875
1796, -4146.027739048004, 2, 14.932978782002465, 365, 1279692,                                             1000000, 0.0, 3202.865478515625
1797, -2837.3241243362427, 2, 6.288567062001675, 154, 1279846,                                             1000000, 0.0, 3716.62060546875
1798, -1047.4737068414688, 1, 24.92486320700118, 595, 1280441,                                             1000000, 0.0, 2928.4619140625
1799, -2924.0442336797714, 2, 11.8304146340015, 280, 1280721,                                             1000000, 0.0, 2680.9384765625
1800, -2835.0892295837402, 2, 8.559005906994571, 202, 1280923,                                             1000000, 0.0, 2868.91796875
1801, 1463.660572052002, 1, 17.59089838199725, 419, 1281342,                                             1000000, 0.0, 3151.48974609375
1802, -2924.070307672024, 2, 7.741126080996764, 183, 1281525,                                             1000000, 0.0, 3090.57275390625
1803, -3154.0646218657494, 2, 11.431041623000056, 265, 1281790,                                             1000000, 0.0, 3713.236572265625
1804, 1044.8439439237118, 1, 21.3531217560012, 510, 1282300,                                             1000000, 0.0, 3701.75927734375
1805, 1008.2808881998062, 1, 26.528472981997766, 641, 1282941,                                             1000000, 0.0, 3668.06005859375
1806, -3695.813252925873, 2, 10.599948595998285, 256, 1283197,                                             1000000, 0.0, 3279.685791015625
1807, 1806.3622623682022, 1, 8.978720127000997, 215, 1283412,                                             1000000, 0.0, 4331.8076171875
1808, 1002.7948337197304, 1, 23.687636458998895, 561, 1283973,                                             1000000, 0.0, 3135.816162109375
1809, 1517.314802289009, 1, 15.066125188001024, 357, 1284330,                                             1000000, 0.0, 3448.573486328125
1810, 772.8927317559719, 1, 25.644349030997546, 611, 1284941,                                             1000000, 0.0, 2880.97509765625
1811, -2575.7998242378235, 3, 1.6356725799996639, 31, 1284972,                                             1000000, 0.0, 3113.359375
1812, -3306.0500423908234, 3, 13.498128354003711, 322, 1285294,                                             1000000, 0.0, 3733.666259765625
1813, -1006.4170641303062, 1, 17.714644922001753, 425, 1285719,                                             1000000, 0.0, 3432.640380859375
1814, -3071.5917025506496, 1, 31.822455315996194, 767, 1286486,                                             1000000, 0.0, 3232.95947265625
1815, -2985.3362762331963, 1, 46.14496434200555, 1124, 1287610,                                             1000000, 0.0, 3195.28466796875
1816, 1209.8663578033447, 1, 22.57107098599954, 531, 1288141,                                             1000000, 0.0, 2805.138671875
1817, -3232.0157960653305, 3, 5.874425408997922, 136, 1288277,                                             1000000, 0.0, 2935.76171875
1818, 2013.3077411949635, 1, 12.267261106004298, 290, 1288567,                                             1000000, 0.0, 2742.968505859375
1819, -3509.5037944316864, 2, 7.094607864004502, 171, 1288738,                                             1000000, 0.0, 3545.7734375
1820, -3888.680164575577, 2, 14.117529527000443, 338, 1289076,                                             1000000, 0.0, 2988.642822265625
1821, -1417.6397934556007, 1, 23.364866547999554, 564, 1289640,                                             1000000, 0.0, 3844.03857421875
1822, -227.20357257127762, 1, 34.09725690900086, 819, 1290459,                                             1000000, 0.0, 3982.986572265625
1823, 1728.2768798470497, 1, 14.274181435001083, 345, 1290804,                                             1000000, 0.0, 3908.829345703125
1824, -3896.820291161537, 3, 16.319097806001082, 387, 1291191,                                             1000000, 0.0, 3049.793212890625
1825, -3602.007841348648, 2, 17.34929112199461, 419, 1291610,                                             1000000, 0.0, 3284.334228515625
1826, 1798.4872071146965, 1, 13.402303178001603, 318, 1291928,                                             1000000, 0.0, 3135.339111328125
1827, -4412.641913890839, 2, 22.112377994999406, 524, 1292452,                                             1000000, 0.0, 3779.101318359375
1828, -4444.697422862053, 1, 31.363566717998765, 754, 1293206,                                             1000000, 0.0, 3456.523193359375
1829, -4036.7081639766693, 2, 13.472436591000587, 320, 1293526,                                             1000000, 0.0, 3331.0703125
1830, -2739.487752199173, 2, 6.320394197995483, 153, 1293679,                                             1000000, 0.0, 2429.016845703125
1831, 1371.660828769207, 1, 15.034018362995994, 367, 1294046,                                             1000000, 0.0, 3335.3505859375
1832, 424.5640569925308, 1, 21.907438644993817, 539, 1294585,                                             1000000, 0.0, 3412.4697265625
1833, 495.8277836740017, 1, 33.674707921003574, 810, 1295395,                                             1000000, 0.0, 3533.438232421875
1834, -1120.5360260903835, 1, 31.452668851001363, 763, 1296158,                                             1000000, 0.0, 3183.07470703125
1835, -3519.906651735306, 2, 12.718227985002159, 309, 1296467,                                             1000000, 0.0, 3736.109130859375
1836, 1507.7427232265472, 1, 10.0546268889957, 247, 1296714,                                             1000000, 0.0, 2483.415283203125
1837, -3394.118226110935, 3, 13.037417343002744, 317, 1297031,                                             1000000, 0.0, 3131.5390625
1838, -3106.0359849333763, 2, 20.020168821996776, 364, 1297395,                                             1000000, 0.0, 3241.01708984375
1839, 560.5105875134468, 1, 23.443775480998738, 353, 1297748,                                             1000000, 0.0, 3639.947998046875
1840, -2863.2317403554916, 2, 8.560829972004285, 130, 1297878,                                             1000000, 0.0, 2232.740966796875
1841, 1964.3295741677284, 1, 9.546019579996937, 153, 1298031,                                             1000000, 0.0, 3719.206298828125
1842, 1916.2449952363968, 1, 16.28240062399709, 282, 1298313,                                             1000000, 0.0, 3396.01806640625
1843, -2569.4956538677216, 2, 5.041481706000923, 59, 1298372,                                             1000000, 0.0, 2622.811279296875
1844, -3528.2677158117294, 2, 12.683676328000729, 304, 1298676,                                             1000000, 0.0, 3268.611328125
1845, 2029.390515446663, 1, 6.677761798004212, 155, 1298831,                                             1000000, 0.0, 3156.568359375
1846, -2662.3272265195847, 2, 5.268971061996126, 123, 1298954,                                             1000000, 0.0, 3815.088134765625
1847, 1927.5793380141258, 1, 8.349590657002409, 201, 1299155,                                             1000000, 0.0, 3651.229736328125
1848, 584.9875193238258, 1, 28.06357353799831, 677, 1299832,                                             1000000, 0.0, 3119.607177734375
1849, -3955.0013915896416, 2, 22.02966561899666, 531, 1300363,                                             1000000, 0.0, 3627.862548828125
1850, 1797.5541685521603, 1, 10.545300662000955, 249, 1300612,                                             1000000, 0.0, 3590.7958984375
1851, -137.66102188825607, 1, 25.486592974004452, 644, 1301256,                                             1000000, 0.0, 3069.414794921875
1852, -5953.056283056736, 2, 15.043415756001195, 369, 1301625,                                             1000000, 0.0, 3709.191650390625
1853, 689.9460545182228, 1, 28.37451563200011, 700, 1302325,                                             1000000, 0.0, 3123.3134765625
1854, -6484.416695058346, 2, 30.26965386300435, 761, 1303086,                                             1000000, 0.0, 3466.817626953125
1855, -3058.663722217083, 2, 11.380667104000167, 280, 1303366,                                             1000000, 0.0, 3638.180908203125
1856, -3112.8724930882454, 2, 11.83113845299522, 296, 1303662,                                             1000000, 0.0, 2878.600830078125
1857, 1236.0537442564964, 1, 15.241020718996879, 377, 1304039,                                             1000000, 0.0, 3183.8046875
1858, -734.213221013546, 1, 27.611673889005033, 690, 1304729,                                             1000000, 0.0, 3246.376708984375
1859, -3787.4341671466827, 2, 13.476966109003115, 335, 1305064,                                             1000000, 0.0, 3466.833251953125
1860, -3134.3612555265427, 2, 8.651435273997777, 218, 1305282,                                             1000000, 0.0, 3255.075439453125
1861, -3684.414974093437, 3, 20.371502723995945, 490, 1305772,                                             1000000, 0.0, 3320.27197265625
1862, -4416.204129695892, 2, 19.97314347700012, 493, 1306265,                                             1000000, 0.0, 3141.8583984375
1863, -3167.55242729187, 2, 12.034961395002028, 287, 1306552,                                             1000000, 0.0, 4203.18017578125
1864, 205.41764602065086, 1, 17.738809562004462, 438, 1306990,                                             1000000, 0.0, 3146.447998046875
1865, -3843.743189930916, 2, 17.323737555998378, 430, 1307420,                                             1000000, 0.0, 4007.46630859375
1866, 1939.0048899054527, 1, 8.535855850001099, 200, 1307620,                                             1000000, 0.0, 3837.865966796875
1867, -1428.0692960619926, 1, 37.129570371995214, 924, 1308544,                                             1000000, 0.0, 3674.671875
1868, 836.394455075264, 1, 20.64349671400123, 515, 1309059,                                             1000000, 0.0, 3792.376708984375
1869, -2654.329231262207, 3, 2.3450620349976816, 56, 1309115,                                             1000000, 0.0, 3724.185546875
1870, -2957.6010340452194, 3, 13.666084074997343, 331, 1309446,                                             1000000, 0.0, 3598.609619140625
1871, -4785.635516107082, 2, 19.293649168997945, 477, 1309923,                                             1000000, 0.0, 3513.87548828125
1872, -3446.563222885132, 2, 11.414599662006367, 276, 1310199,                                             1000000, 0.0, 3938.99267578125
1873, -3106.590908944607, 2, 12.588962175002962, 311, 1310510,                                             1000000, 0.0, 4357.71875
1874, 664.3598721623421, 1, 20.784406778999255, 517, 1311027,                                             1000000, 0.0, 3090.72412109375
1875, 150.16652584075928, 1, 12.983842628003913, 319, 1311346,                                             1000000, 0.0, 3219.83837890625
1876, -690.0870093107224, 1, 18.31770966500335, 450, 1311796,                                             1000000, 0.0, 3367.778564453125
1877, 1481.9863274097443, 1, 14.441560244995344, 357, 1312153,                                             1000000, 0.0, 3699.02001953125
1878, -3273.288538515568, 3, 14.697862738998083, 364, 1312517,                                             1000000, 0.0, 3017.2861328125
1879, 444.9017444252968, 1, 22.324534017003316, 517, 1313034,                                             1000000, 0.0, 3103.400390625
1880, 730.9257155656815, 1, 20.90390645500156, 491, 1313525,                                             1000000, 0.0, 3882.584228515625
1881, 1728.7354239225388, 1, 14.03765338100493, 333, 1313858,                                             1000000, 0.0, 3216.102783203125
1882, -3914.1014815568924, 3, 29.386406480000005, 696, 1314554,                                             1000000, 0.0, 3909.8779296875
1883, 624.9184284508228, 1, 20.426117426002747, 481, 1315035,                                             1000000, 0.0, 3206.20556640625
1884, -3420.0916908979416, 2, 21.9675467739944, 519, 1315554,                                             1000000, 0.0, 3532.411376953125
1885, -4017.7903677225113, 2, 14.592665621996275, 349, 1315903,                                             1000000, 0.0, 3385.510986328125
1886, 1525.8645025491714, 1, 16.249581983996904, 390, 1316293,                                             1000000, 0.0, 3528.4921875
1887, -2225.17648345232, 1, 31.672818017999816, 759, 1317052,                                             1000000, 0.0, 3511.42529296875
1888, -6498.735035061836, 2, 29.953301385001396, 719, 1317771,                                             1000000, 0.0, 3282.293701171875
1889, -3348.7577390670776, 2, 15.644949654000811, 378, 1318149,                                             1000000, 0.0, 3028.08837890625
1890, 1288.1855986714363, 1, 18.4690332809987, 436, 1318585,                                             1000000, 0.0, 3588.891845703125
1891, -2898.4658534526825, 2, 4.578496187998098, 109, 1318694,                                             1000000, 0.0, 3081.124755859375
1892, 1642.3574373722076, 1, 9.541675622000184, 235, 1318929,                                             1000000, 0.0, 4242.712890625
1893, -506.0506640672684, 1, 22.6899159780005, 549, 1319478,                                             1000000, 0.0, 4162.23193359375
