episode, reward, success, duration, steps, total_steps, memory length, avg_critic_loss, avg_actor_loss
275, -4672.738801956177, 2, 16.619565699000304, 681, 180869,                                             180869, 0.0, 2631.14453125
276, -6539.044834494591, 2, 18.646850404999896, 762, 181631,                                             181631, 0.0, 2779.214599609375
277, 1718.3853199779987, 1, 10.179210907000197, 413, 182044,                                             182044, 0.0, 2555.474609375
278, -4796.774098992348, 2, 15.00628608199986, 610, 182654,                                             182654, 0.0, 2714.06103515625
279, -3998.378358244896, 2, 9.550408179999977, 376, 183030,                                             183030, 0.0, 2645.6533203125
280, -5286.406133413315, 2, 15.222213720000582, 624, 183654,                                             183654, 0.0, 2153.9833984375
281, -3646.739614725113, 2, 11.94519339999988, 487, 184141,                                             184141, 0.0, 2430.10498046875
282, -8149.561447203159, 2, 32.31984636099969, 1327, 185468,                                             185468, 0.0, 3005.9091796875
283, -5865.237539768219, 2, 15.407029617999797, 620, 186088,                                             186088, 0.0, 2144.24951171875
284, -3435.671570658684, 3, 10.38820123000005, 421, 186509,                                             186509, 0.0, 2494.087890625
285, -6583.129677414894, 2, 14.194408862000273, 563, 187072,                                             187072, 0.0, 3112.377685546875
286, -4452.951716899872, 2, 13.410253557999567, 551, 187623,                                             187623, 0.0, 2440.022705078125
287, -12938.599507689476, 2, 42.37695909900049, 1725, 189348,                                             189348, 0.0, 2199.740234375
288, -11451.863720744848, 2, 32.52509354100039, 1335, 190683,                                             190683, 0.0, 2316.105712890625
289, -11308.82935589552, 2, 55.631419231999644, 2281, 192964,                                             192964, 0.0, 2482.777099609375
290, -5089.486357331276, 2, 15.208902456999567, 622, 193586,                                             193586, 0.0, 2534.3193359375
291, -6690.60279750824, 2, 22.810250088999965, 930, 194516,                                             194516, 0.0, 2402.130126953125
292, -4307.80655258894, 2, 14.590107589000581, 586, 195102,                                             195102, 0.0, 2096.932373046875
293, -5694.7486963272095, 2, 15.009285764999731, 617, 195719,                                             195719, 0.0, 2280.240966796875
294, 17.249002277851105, 1, 19.645090258999517, 800, 196519,                                             196519, 0.0, 2161.6044921875
295, -3829.370838224888, 2, 11.390854662000493, 464, 196983,                                             196983, 0.0, 2316.15771484375
296, -10753.682602971792, 2, 30.30193994000001, 1225, 198208,                                             198208, 0.0, 2279.8056640625
297, -3718.53146648407, 3, 11.398028204999719, 457, 198665,                                             198665, 0.0, 2254.109375
298, -5677.795098900795, 2, 23.64733743799934, 954, 199619,                                             199619, 0.0, 2436.63818359375
299, -3656.490455031395, 2, 8.771692190000067, 356, 199975,                                             199975, 0.0, 2701.7197265625
300, -4560.629143357277, 2, 13.816510100000414, 565, 200540,                                             200540, 0.0, 2268.04638671875
301, -6015.214221358299, 2, 20.85437322600046, 838, 201378,                                             201378, 0.0, 2666.540283203125
302, -6269.763588368893, 2, 27.08414621799966, 1085, 202463,                                             202463, 0.0, 2389.259521484375
303, -1429.7375499606133, 1, 27.272906330000296, 1100, 203563,                                             203563, 0.0, 2572.552490234375
304, -5527.654153466225, 2, 22.87699770800009, 926, 204489,                                             204489, 0.0, 2195.1376953125
305, -12124.32135629654, 2, 56.68479806100004, 2306, 206795,                                             206795, 0.0, 2583.507080078125
306, -6077.609050035477, 2, 17.218508920000204, 688, 207483,                                             207483, 0.0, 2626.2529296875
307, -5899.624135732651, 2, 21.056258475000504, 855, 208338,                                             208338, 0.0, 2108.68603515625
308, -12392.942392289639, 2, 52.67399836200002, 2135, 210473,                                             210473, 0.0, 2486.75341796875
309, -10403.298613786697, 2, 39.39911250299974, 1604, 212077,                                             212077, 0.0, 2133.68701171875
310, -4693.438248872757, 2, 15.02323419699951, 602, 212679,                                             212679, 0.0, 2395.790771484375
311, -6973.338416099548, 2, 26.449222794999514, 1076, 213755,                                             213755, 0.0, 2504.93505859375
312, 2048.256998717785, 1, 5.7409571010002765, 219, 213974,                                             213974, 0.0, 1720.265380859375
313, -10102.520348668098, 3, 28.68232838499989, 1154, 215128,                                             215128, 0.0, 2305.431640625
314, 951.385505437851, 1, 13.426821358999405, 540, 215668,                                             215668, 0.0, 2342.00390625
315, -10179.1996332407, 2, 26.89661669600082, 1088, 216756,                                             216756, 0.0, 2693.382080078125
316, -2571.4125107228756, 1, 38.36812217900024, 1547, 218303,                                             218303, 0.0, 2065.92529296875
317, -3932.4063239097595, 2, 4.753411261999645, 186, 218489,                                             218489, 0.0, 3012.632080078125
318, -6679.341424763203, 3, 30.33794326700081, 1227, 219716,                                             219716, 0.0, 2643.812255859375
319, 901.2989357113838, 1, 15.003176023999913, 605, 220321,                                             220321, 0.0, 2439.0302734375
320, -7265.270588159561, 2, 36.56044608800039, 1471, 221792,                                             221792, 0.0, 2274.791748046875
321, -3759.655777513981, 2, 14.954841759999908, 602, 222394,                                             222394, 0.0, 2634.622314453125
322, -529.4092958569527, 1, 15.61794456699954, 629, 223023,                                             223023, 0.0, 2449.73291015625
323, -3425.8832681179047, 2, 3.7447819049993996, 147, 223170,                                             223170, 0.0, 2568.655517578125
324, -810.9421157240868, 1, 20.46126939700025, 831, 224001,                                             224001, 0.0, 2916.4765625
325, -3161.491112470627, 2, 5.954896596999788, 227, 224228,                                             224228, 0.0, 2494.944580078125
326, 2154.4208675026894, 1, 5.150541513000462, 201, 224429,                                             224429, 0.0, 2068.44873046875
327, -4421.7730712890625, 2, 10.187996566999573, 410, 224839,                                             224839, 0.0, 2780.714111328125
328, -4684.969928741455, 2, 16.21259320399986, 659, 225498,                                             225498, 0.0, 2290.639892578125
329, -9358.177890181541, 4, 56.32522777400027, 2269, 227767,                                             227767, 0.0, 2459.90234375
330, -4630.3661189079285, 2, 16.58191916099986, 658, 228425,                                             228425, 0.0, 2315.6015625
331, -3842.6112532019615, 2, 9.70074534899959, 388, 228813,                                             228813, 0.0, 2428.37939453125
332, -10876.33615988493, 3, 41.4083456569997, 1667, 230480,                                             230480, 0.0, 2282.868408203125
333, -3628.4144761562347, 1, 29.328778724000585, 1184, 231664,                                             231664, 0.0, 2583.568359375
334, -1246.8848949074745, 1, 34.7295442070008, 1391, 233055,                                             233055, 0.0, 2418.130126953125
335, -3665.557633161545, 2, 3.540608837000036, 141, 233196,                                             233196, 0.0, 3218.8740234375
336, -12409.283396840096, 3, 34.34536856299928, 1390, 234586,                                             234586, 0.0, 2428.03759765625
337, -7324.4091547727585, 2, 26.100776685999335, 1055, 235641,                                             235641, 0.0, 2563.482421875
